430882010198835200	llegue	O
430882010198835200	a	O
430882010198835200	un	O
430882010198835200	nivel	O
430882010198835200	nuevo	O
430882010198835200	de	O
430882010198835200	procrastinacion	O
430882010198835200	...	O
440273213906354176	Why	O
440273213906354176	does	O
440273213906354176	n't	O
440273213906354176	Louis	B-PERSON
440273213906354176	Vuitton	E-PERSON
440273213906354176	make	O
440273213906354176	men	O
440273213906354176	's	O
440273213906354176	watches	O
440273213906354176	😔	O
439450224197906432	too	O
439450224197906432	proud	O
439450224197906432	!!	O
439450224197906432	Mis	B-WORK_OF_ART
439450224197906432	Reinas	I-WORK_OF_ART
439450224197906432	las	I-WORK_OF_ART
439450224197906432	Campeonas	E-WORK_OF_ART
439450224197906432	:	O
439450224197906432	'	O
439450224197906432	)	O
433054197970653184	"	O
433054197970653184	@	O
433054197970653184	Patty	B-PERSON
433054197970653184	B_14	E-PERSON
433054197970653184	: 	O
433054197970653184	Este	O
433054197970653184	weekend	O
433054197970653184	es	O
433054197970653184	largo	O
433054197970653184	!	O
433054197970653184	A	O
433054197970653184	celebrar	O
433054197970653184	mi	O
433054197970653184	bday	O
433054197970653184	allllllll	O
433054197970653184	weeeekend	O
433054197970653184	looooooong	O
433054197970653184	"	O
433054197970653184	#	O
433054197970653184	PARY	O
433054197970653184	wuutt	O
433054197970653184	wutt	O
433054197970653184	!	O
439909907576279040	Come	O
439909907576279040	back	O
439909907576279040	to	O
439909907576279040	Houston	S-GPE
439909907576279040	already	O
439909907576279040	!	O
439909907576279040	:(	O
439909907576279040	lol	O
431951525695741952	odio	O
431951525695741952	el	O
431951525695741952	proceso	O
431951525695741952	de	O
431951525695741952	preparación	O
430892429009371137	@esangiecarajo	O
430892429009371137	no	O
430892429009371137	.	O
430892429009371137	y	O
430892429009371137	no	O
427512588646506496	las	O
427512588646506496	0	O
427512588646506496	ganas	O
427512588646506496	mia	O
427512588646506496	de	O
427512588646506496	no	O
427512588646506496	hacer	O
427512588646506496	nada	O
427512588646506496	de	O
427512588646506496	la	O
427512588646506496	escuela	O
427512588646506496	llego	O
427512588646506496	a	O
427512588646506496	un	O
427512588646506496	nivel	O
427512588646506496	que	O
427512588646506496	prefiero	O
427512588646506496	estar	O
427512588646506496	horas	O
427512588646506496	haciendo	O
427512588646506496	ejercisio	O
427512588646506496	que	O
427512588646506496	leer	O
427512588646506496	y	O
427512588646506496	estudiar	O
427512588646506496	....	O
427991492708544512	que	O
427991492708544512	frustración	O
427991492708544512	este	O
427991492708544512	juego	O
427991492708544512	!	O
439976199851233280	my	O
439976199851233280	mom	O
439976199851233280	:	O
439976199851233280	me	O
439976199851233280	puestes	O
439976199851233280	mandar	O
439976199851233280	unos	O
439976199851233280	gotero	O
439976199851233280	que	O
439976199851233280	se	O
439976199851233280	llama	O
439976199851233280	"	O
439976199851233280	me	O
439976199851233280	vale	O
439976199851233280	madre	O
439976199851233280	"	O
439976199851233280	jajajaja	O
435517444346884097	@mememecaigo	O
435517444346884097	it	O
435517444346884097	s	O
435517444346884097	so	O
435517444346884097	much	O
435517444346884097	shit	O
435517444346884097	though	O
439833662172192768	@paolancc4	O
439833662172192768	my	O
439833662172192768	song	O
439833662172192768	:	O
439833662172192768	'	O
439833662172192768	)	O
437067339461574657	@Jdulzaides23	O
437067339461574657	@esme1470	O
437067339461574657	ahh	O
437067339461574657	yo	O
437067339461574657	veo	O
437067339461574657	...	O
437067339461574657	creepy	O
437067339461574657	eso	O
437067339461574657	es	O
437067339461574657	el	O
437067339461574657	de	O
437067339461574657	debacle	O
437067339461574657	que	O
437067339461574657	paso	O
437067339461574657	en	O
437067339461574657	tu	O
437067339461574657	school	O
437067339461574657	?	O
440225282633396224	“	O
440225282633396224	@	O
440225282633396224	Liberty316	O
440225282633396224	: 	O
440225282633396224	@10_ALEJANDRO	O
440225282633396224	Yes	O
440225282633396224	Sir	O
440225282633396224	it	O
440225282633396224	was	O
440225282633396224	...	O
440225282633396224	40	B-DATE
440225282633396224	years	E-DATE
440225282633396224	young	O
440225282633396224	😊	O
440225282633396224	”	O
440225282633396224	My	O
440225282633396224	fault	O
440225282633396224	homie	O
440225282633396224	..	O
440225282633396224	Happy	O
440225282633396224	B-lated	O
440225282633396224	Birthday	O
440225282633396224	stay	O
440225282633396224	trill	O
440225282633396224	fam	O
432724498161614848	Ok	O
432724498161614848	.	O
435993562447364096	mañana	O
435993562447364096	voy	O
435993562447364096	a	O
435993562447364096	estar	O
435993562447364096	todo	O
435993562447364096	el	O
435993562447364096	dia	O
435993562447364096	con	O
435993562447364096	sueño	O
435993562447364096	probablemente	O
439096067615780864	Ima	O
439096067615780864	be	O
439096067615780864	taking	O
439096067615780864	3	S-CARDINAL
439096067615780864	pre	O
439096067615780864	ap	O
439096067615780864	classes	O
439096067615780864	next	B-DATE
439096067615780864	year	E-DATE
439096067615780864	.	O
439096067615780864	😁😁	O
430839549804441600	@PMGA	O
430839549804441600	_	O
430839549804441600	JAJAJAJAJA	S-PERSON
430839549804441600	No	O
430839549804441600	worries	O
430839549804441600	!	O
430839549804441600	I	O
430839549804441600	laughed	O
430839549804441600	it	O
430839549804441600	out	O
430839549804441600	jajaja	O
427627061306732545	"	O
427627061306732545	@	O
427627061306732545	Danyfn119	O
427627061306732545	:	O
427627061306732545	@arianaasalgado	O
427627061306732545	@claudia_bea103	O
427627061306732545	Gracias	O
427627061306732545	gracias	O
427627061306732545	,	O
427627061306732545	esa	O
427627061306732545	ha	O
427627061306732545	sido	O
427627061306732545	mi	O
427627061306732545	eterna	O
427627061306732545	batalla	O
427627061306732545	jajaja	O
427627061306732545	"	O
427627061306732545	story	O
427627061306732545	of	O
427627061306732545	my	O
427627061306732545	life	O
427627061306732545	:)	O
427063965982543872	la	O
427063965982543872	pizza	O
427063965982543872	nunca	O
427063965982543872	me	O
427063965982543872	falla	O
427063965982543872	...	O
435590035334000640	@alexandrarosado	O
435590035334000640	ni	O
435590035334000640	se	O
435590035334000640	la	O
435590035334000640	unuca	O
435590035334000640	que	O
435590035334000640	ha	O
435590035334000640	presentado	O
435590035334000640	es	O
435590035334000640	mayra	O
427968566365671424	@paolancc4	O
427968566365671424	@	O
427968566365671424	natl8	O
427968566365671424	yea	O
427968566365671424	sure	O
427968566365671424	..	O
427968566365671424	meanies	O
427968566365671424	!	O
427618981428875264	"	O
427618981428875264	@fabioladrouyn	O
427618981428875264	:	O
427618981428875264	😭😭	O
427618981428875264	quiero	O
427618981428875264	un	O
427618981428875264	novio	O
427618981428875264	como	O
427618981428875264	nick	O
427618981428875264	"	O
427618981428875264	YO	O
427618981428875264	TAMBIEN	O
427618981428875264	:	O
427618981428875264	'	O
427618981428875264	(	O
435992971847417856	apague	O
435992971847417856	netflix	O
435992971847417856	para	O
435992971847417856	poder	O
435992971847417856	dormir	O
435992971847417856	...	O
435992971847417856	sigo	O
435992971847417856	despierta	O
435992971847417856	ughhh	O
437730973812547584	no	O
437730973812547584	tener	O
437730973812547584	carro	O
437730973812547584	sokea	O
440157202738069504	@quinti14	O
440157202738069504	ouchh	O
440157202738069504	..	O
440157202738069504	como	O
440157202738069504	te	O
440157202738069504	lo	O
440157202738069504	doblaste	O
